,moviename,director,leadactors,screenwriter,picture,averating,numrating,description,typelist,backpost,movieId,title,genres,showyear,ratings_count,backpost-origin
781,The Butterfly Effect,"Eric Bress,J. Mackye Gruber","Ashton Kutcher,Melora Walters,Amy Smart,Elden Henson,William Lee Scott,Eric Stoltz,Logan Lerman,Ethan Suplee,Nathaniel DeVeaux,Kevin G. Schmidt,Jesse James,Callum Keith Rennie,Irene Gorovaia,John Patrick Amedori,Cameron Bright,Lorena Gale,Kendall Cross,John Tierney,Ted Friend,John B. Lowe,Camille Sullivan,Tara Wilson,Jesse Hutch,Bill Croft,Kevan Ohtsji,Daniel Spink,Meilani Paul,Grant Thompson",,http://image.tmdb.org/t/p/w185/3PAQy3CyNNJPES772OFMx47lFEE.jpg,3.7,15647.0,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.","Science Fiction,Thriller",http://106.12.12.171/5pXQsKm5bFrDHlKCAXwr9AAVuh1.jpg,7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,2004-01-22,16060,http://image.tmdb.org/t/p/w780/5pXQsKm5bFrDHlKCAXwr9AAVuh1.jpg
782,Secret Window,David Koepp,"Johnny Depp,John Turturro,Maria Bello,Timothy Hutton,Charles S. Dutton,Len Cariou,Joan Heney,John Dunn-Hill,Vlasta Vrána,Matt Holland,Gillian Ferrabee,Bronwen Mantel,Elizabeth Marleau,Kyle Allatt,Richard Jutras",,http://image.tmdb.org/t/p/w185/f5t7Df50xjniLlE80ty2dYsZBqI.jpg,3.2,3962.0,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.","Mystery,Thriller",http://106.12.12.171/ojsY0XyCSsJvm0n7YTwumQcvBqT.jpg,7347,Secret Window (2004),Mystery|Thriller,2004-03-12,4077,http://image.tmdb.org/t/p/w780/ojsY0XyCSsJvm0n7YTwumQcvBqT.jpg
783,Dawn of the Dead,Zack Snyder,"Sarah Polley,Ving Rhames,Jake Weber,Mekhi Phifer,Ty Burrell,Matt Frewer,Michael Kelly,Kevin Zegers,Lindy Booth,Michael Barry,Jayne Eastwood,Boyd Banks,Inna Korobkina,Kim Poirier,Louis Ferreira,Bruce Bohne,Scott H. Reiniger,Tom Savini,Ken Foree,Natalie Brown,Phillip MacKenzie",,http://image.tmdb.org/t/p/w185/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,3.6,5769.0,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.","Fantasy,Horror,Action",http://106.12.12.171/cYd3PL27r0KJa9Pa4A5lfUr58Yg.jpg,7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,2004-03-19,5869,http://image.tmdb.org/t/p/w780/cYd3PL27r0KJa9Pa4A5lfUr58Yg.jpg
784,Eternal Sunshine of the Spotless Mind,Michel Gondry,"Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Tom Wilkinson,Jane Adams,David Cross,Deirdre O'Connell,Thomas Jay Ryan,Ryan Whitney,Lola Daehler,Debbon Ayer,Gerry Robert Byrne,Brian Price,Josh Flitter,Paul Litowsky,Amir Ali Said,Lauren Adler",,http://image.tmdb.org/t/p/w185/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg,4.1,33807.0,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","Science Fiction,Drama,Romance",http://106.12.12.171/1dXTsaFxHoF9cas08UjAqE8NqOW.jpg,7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,2004-03-19,34210,http://image.tmdb.org/t/p/w780/1dXTsaFxHoF9cas08UjAqE8NqOW.jpg
785,Dogville,Lars von Trier,"Nicole Kidman,Harriet Andersson,Lauren Bacall,Jean-Marc Barr,Paul Bettany,Blair Brown,James Caan,Patricia Clarkson,Jeremy Davies,Ben Gazzara,Philip Baker Hall,Thom Hoffman,Siobhan Fallon,Zeljko Ivanek,John Randolph Jones,Udo Kier,Cleo King,Miles Purinton,Bill Raymond,Chloë Sevigny,Shauna Shim,Stellan Skarsgård,Evelina Brinkemo,Anna Brobeck,Tilde Lindgren,Evelina Lundqvist,Helga Olofsson,John Hurt,Jan Coster,Ingvar Örner,Erich Silva",,http://image.tmdb.org/t/p/w185/g1xLrof2RVgtHBB4fLvR5Xr8l5x.jpg,3.9,4075.0,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.","Crime,Drama,Thriller",http://106.12.12.171/aUx2XV01vtax9RKDGylK3edPN16.jpg,7371,Dogville (2003),Drama|Mystery|Thriller,2003-05-19,4126,http://image.tmdb.org/t/p/w780/aUx2XV01vtax9RKDGylK3edPN16.jpg
786,Hellboy,Guillermo del Toro,"Ron Perlman,John Hurt,Selma Blair,Rupert Evans,Jeffrey Tambor,Karel Roden,Brian Steele,Ladislav Beran,Biddy Hodson,Corey Johnson,Brian Caspe,James Babson,Doug Jones,Ellen Savaria,Kevin Trainor,Stephen Fisher,Garth Cooper,Angus MacInnes,Jim Howick,Rory Copus,Santiago Segura",,http://image.tmdb.org/t/p/w185/3fAWzI9MUosggdGMu7EaDhn44m6.jpg,3.3,9289.0,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.","Fantasy,Action,Science Fiction",http://106.12.12.171/13DIK3beAoroeJSdrcYm66s6hal.jpg,7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,2004-04-02,9656,http://image.tmdb.org/t/p/w780/13DIK3beAoroeJSdrcYm66s6hal.jpg
787,13 Going on 30,Gary Winick,"Jennifer Garner,Mark Ruffalo,Judy Greer,Andy Serkis,Kathy Baker,Samuel Ball,Marcia DeBonis,Phil Reeves,Sean Marquette,Christa Brittany  Allen,Kiersten Warren,Susan Egan,Lynn Collins,Renee Olstead,Alexandra Kyle,Alex Black,Joe Grifasi,Mary Pat Gleason,Ashley Benson,Brittany Curran,Brie Larson,Megan Lusk,Julia Roth,Sarah Loew,Philip Pavel,Maz Jobrani,Robinne Lee,Benita Krista Nall,Catherine Combs,Gia Mantegna,Sydni Beaudoin,George Hine,Irena Violette,Ian Barford,Sara Swain,Jim Gaffigan,Corena Chase,Crystal Michelle,Nadine Ellis,Adrian Armas,Carmit Bachar,Tyce Diorio,Stacey Harper,Brandon Henschel,Kadee Sweeney,Kimberly Wyatt,Nancy O'Meara,Scout Taylor-Compton,Tara Battani,Nicole Abisinio",,http://image.tmdb.org/t/p/w185/iSvz2Nk1vzgm7bEMqMazhQ1F3zA.jpg,3.1,5390.0,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!","Comedy,Fantasy,Romance",http://106.12.12.171/zIqndpLMVerIfztNjsIOam9YnAN.jpg,7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,2004-04-13,5537,http://image.tmdb.org/t/p/w780/zIqndpLMVerIfztNjsIOam9YnAN.jpg
788,Man on Fire,Tony Scott,"Denzel Washington,Dakota Fanning,Marc Anthony,Radha Mitchell,Christopher Walken,Giancarlo Giannini,Rachel Ticotin,Jesús Ochoa,Mickey Rourke,Angelina Peláez,Gustavo Sánchez Parra,Charles Paraventi",,http://image.tmdb.org/t/p/w185/qAbRLPe8T7ehKzr1Tgo78T7ASrS.jpg,3.8,7681.0,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.","Action,Drama,Thriller,Crime",http://106.12.12.171/2cBmeSLCyLqkn6YIERKdRUToqsa.jpg,7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,2004-04-23,7880,http://image.tmdb.org/t/p/w780/2cBmeSLCyLqkn6YIERKdRUToqsa.jpg
789,Mean Girls,Mark Waters,"Lindsay Lohan,Rachel McAdams,Tim Meadows,Ana Gasteyer,Amy Poehler,Tina Fey,Lacey Chabert,Lizzy Caplan,Amanda Seyfried,Jonathan Bennett,Daniel Franzese,Neil Flynn,Daniel DeSanto,Rajiv Surendra,Diego Klattenhoff,Dwayne Hill,Alexandra Stapley,Nicole Crimi,Miranda Edwards,Julia Chantrey,Stefanie Drummond,Jo Chim,Jill Morrison,Clare Preuss,Krysta Carter,Dan Willmott,Sharron Matthews,Ky Pham,Olympia Lukis,Jan Caruana,Erin Norah Thompson,Molly Shanahan,Danielle Nguyen,David Reale,Wai Choy,Alisha Morrison,Jonathan Malen,Laura de Carteret",,http://image.tmdb.org/t/p/w185/lDlGPZS0UJYKxVlpyff3BMyPc2H.jpg,3.6,8678.0,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Comedy,http://106.12.12.171/ynzlwnEx4sTb1LlsYxK6HlOMEBC.jpg,7451,Mean Girls (2004),Comedy,2004-04-30,9088,http://image.tmdb.org/t/p/w780/ynzlwnEx4sTb1LlsYxK6HlOMEBC.jpg
790,Van Helsing,Stephen Sommers,"Hugh Jackman,Kate Beckinsale,Richard Roxburgh,David Wenham,Shuler Hensley,Elena Anaya,Will Kemp,Kevin J. O'Connor,Alun Armstrong,Silvia Colloca,Josie Maran,Tom Fisher,Samuel West,Robbie Coltrane,Stephen Fisher",,http://image.tmdb.org/t/p/w185/s2OPT5CZsZBQYAIlO9Mv4AimHvV.jpg,2.8,5913.0,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,"Horror,Adventure,Action",http://106.12.12.171/xL05gsaqt6p78L5rBC9fDJBRnEy.jpg,7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,2004-05-05,6090,http://image.tmdb.org/t/p/w780/xL05gsaqt6p78L5rBC9fDJBRnEy.jpg
791,Troy,Wolfgang Petersen,"Brad Pitt,Orlando Bloom,Eric Bana,Brian Cox,Sean Bean,Brendan Gleeson,Diane Kruger,Peter O'Toole,Rose Byrne,Saffron Burrows,Garrett Hedlund,Vincent Regan,Julie Christie,Nathan Jones,John Shrapnel,James Cosmo,Nigel Terry,Julian Glover,Trevor Eve,Frankie Fitzgerald",,http://image.tmdb.org/t/p/w185/edMlij7nw2NMla32xskDnzMCFBM.jpg,3.3,10486.0,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.","Adventure,Drama,War",http://106.12.12.171/lIyNUZbIeEwWpaWXAO5gnciB8Dq.jpg,7458,Troy (2004),Action|Adventure|Drama|War,2004-05-13,10784,http://image.tmdb.org/t/p/w780/lIyNUZbIeEwWpaWXAO5gnciB8Dq.jpg
792,Pride & Prejudice,Simon Langton,"Jennifer Ehle,Colin Firth,Susannah Harker,Julia Sawalha,Alison Steadman,Benjamin Whitrow,Crispin Bonham-Carter,Polly Maberly,Lucy Briers,Anna Chancellor,Lucy Robinson,Adrian Lukis,David Bamber,Lucy Scott,Lucy Davis,Emilia Fox,Barbara Leigh-Hunt,Marlene Sidaway,Rupert Vansittart,Joanna David,Lynn Farleigh,Christopher Benjamin,Roger Barclay,Victoria Hamilton,Anthony Calf,Christopher Staines,Tom Ward",,http://image.tmdb.org/t/p/w185/5GDcrgeEsO34inXAgxmiN5yWU65.jpg,4.0,2733.0,Jane Austen's classic novel about the prejudice that occurred between the 19th century classes and the pride which would keep lovers apart.,"Drama,Romance",http://106.12.12.171/ocNkQRjdeoQYJMWuXvSrFknYoiC.jpg,40629,Pride & Prejudice (2005),Drama|Romance,1995-09-24,6267,http://image.tmdb.org/t/p/w780/ocNkQRjdeoQYJMWuXvSrFknYoiC.jpg
793,Shrek 2,"Andrew Adamson,Kelly Asbury,Conrad Vernon","Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas,John Cleese,Rupert Everett,Jennifer Saunders,Cody Cameron,Conrad Vernon,Christopher Knights,Aron Warner,Kelly Asbury,David P. Smith,Mark Moseley,Kelly Cooney,Wendy Bilanski,Larry King,Guillaume Aretos,Chris Miller,Latifa Ouaou,Alina Phelan,Erika Thomas,Joan Rivers,Andrew Adamson,Sherry Lynn",,http://image.tmdb.org/t/p/w185/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,3.5,20869.0,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.","Adventure,Animation,Comedy,Family,Fantasy",http://106.12.12.171/nJ0TsLEeht6y30AMryc4ElQ8gzp.jpg,8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,2004-05-19,21234,http://image.tmdb.org/t/p/w780/nJ0TsLEeht6y30AMryc4ElQ8gzp.jpg
794,Napoleon Dynamite,Jared Hess,"Jon Heder,Aaron Ruell,Jon Gries,Efren Ramirez,Shondrella Avery,Haylie Duff,Tina Majorino,Diedrich Bader,Sandy Martin,Trevor Snarr,Emily Dunn,Ellen Dubin,Samantha Marsden",,http://image.tmdb.org/t/p/w185/s0yuDUKiAJNl5XkO9OT4aFwnA3I.jpg,3.3,10122.0,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",Comedy,http://106.12.12.171/Ac1DJFbYXWANxO59l1uabUcYQT0.jpg,8376,Napoleon Dynamite (2004),Comedy,2004-06-11,10445,http://image.tmdb.org/t/p/w780/Ac1DJFbYXWANxO59l1uabUcYQT0.jpg
795,Super Size Me,Morgan Spurlock,"Morgan Spurlock,Daryl Isaacs,Lisa Ganjhu,Stephen Siegel,Bridget Bennett,Eric Rowley,Mark Fenton,Alexandra Jamieson,John Banzhaf,David Satcher,Lisa Young,Kelly Brownell,Jacob Sullum,Tommy Thompson,William J. Klish",,http://image.tmdb.org/t/p/w185/9J2cYFtYRplFnHgn8V5ntCZEHut.jpg,3.5,11295.0,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.","Documentary,Comedy,Drama",http://106.12.12.171/6arEx60KIFN2v8NZTpIBfpX7oEN.jpg,8464,Super Size Me (2004),Comedy|Documentary|Drama,2004-01-17,11561,http://image.tmdb.org/t/p/w780/6arEx60KIFN2v8NZTpIBfpX7oEN.jpg
796,Fahrenheit 9/11,Michael Moore,"Robert De Niro,Michael Moore,George W. Bush,Ben Affleck,Stevie Wonder,Al Gore,Saddam Hussein,George H. W. Bush,Ricky Martin,Osama Bin Laden,Larry King,Bill Clinton,Donald Rumsfeld,Condoleezza Rice,Tony Blair,Britney Spears,Colin Powell",,http://image.tmdb.org/t/p/w185/vZYGLqVV4qnAknyxnFrhDQNl1SS.jpg,3.5,10255.0,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,Documentary,http://106.12.12.171/9V0FlMiE8nikSTRjQ6Oh9sWCQvw.jpg,8622,Fahrenheit 9/11 (2004),Documentary,2004-06-25,10156,http://image.tmdb.org/t/p/w780/9V0FlMiE8nikSTRjQ6Oh9sWCQvw.jpg
797,Before Sunset,Richard Linklater,"Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,Mariane Plasteig,Diabolo,Denis Evrard,Albert Delpy,Marie Pillet",,http://image.tmdb.org/t/p/w185/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,4.0,4998.0,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,"Drama,Romance",http://106.12.12.171/2Kx2q1GOmYRjxmILEFIusMIGTUc.jpg,8638,Before Sunset (2004),Drama|Romance,2004-02-10,5079,http://image.tmdb.org/t/p/w780/2Kx2q1GOmYRjxmILEFIusMIGTUc.jpg
798,Anchorman: The Legend of Ron Burgundy,Adam McKay,"Will Ferrell,Christina Applegate,Paul Rudd,David Koechner,Steve Carell,Fred Willard,Chris Parnell,Vince Vaughn,Luke Wilson,Ben Stiller,Kathryn Hahn,Seth Rogen,Danny Trejo,Ian Roberts,Darcy Donavan,Judd Apatow,Jack Black,Missi Pyle,Tim Robbins,Paul F. Tompkins",,http://image.tmdb.org/t/p/w185/hafNeozn8Q4K6enP2ux5MTMCHjH.jpg,3.5,9036.0,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",Comedy,http://106.12.12.171/8WsItKHM14rhyG8hW6hswkAtVu.jpg,8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004-07-09,9352,http://image.tmdb.org/t/p/w780/8WsItKHM14rhyG8hW6hswkAtVu.jpg
799,"I, Robot",Alex Proyas,"Will Smith,Bridget Moynahan,Alan Tudyk,James Cromwell,Bruce Greenwood,Shia LaBeouf,Chi McBride,Jerry Wasserman,Peter Shinkoda,Terry Chen,David Haysom,Scott Heindl,Adrian Ricard,Fiona Hogan,Sharon Wilkins,Craig March,Darren Moore,Emily Tennant,Tiffany Lyndall-Knight,Aaron Douglas,Angela Moore",,http://image.tmdb.org/t/p/w185/2mkFzf168xJrV6Leqq0bjqOlJCK.jpg,3.5,17026.0,"In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.","Action,Science Fiction",http://106.12.12.171/iNeKWgcTqUJhBToaosUXgca2nSY.jpg,8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,2004-07-15,17570,http://image.tmdb.org/t/p/w780/iNeKWgcTqUJhBToaosUXgca2nSY.jpg
800,Moulin Rouge,John Huston,"José Ferrer,Colette Marchand,Zsa Zsa Gábor,Suzanne Flon,Claude Nollier,Katherine Kath,Muriel Smith,Mary Clare,Walter Crisham,Harold Kasket,Georges Lannes,Lee Montague,Maureen Swanson,Peter Cushing,Christopher Lee",,http://image.tmdb.org/t/p/w185/mdXL304JJhIioZiWp3KBng0te6l.jpg,3.2,312.0,Fictional account of French artist Henri de Toulouse-Lautrec.,"Drama,Music",http://106.12.12.171/jekwQ138h0KtOaRZ4bv2PvyDesO.jpg,4308,Moulin Rouge (2001),Drama|Musical|Romance,1952-12-23,15331,http://image.tmdb.org/t/p/w780/jekwQ138h0KtOaRZ4bv2PvyDesO.jpg
801,Garden State,Zach Braff,"Zach Braff,Natalie Portman,Ian Holm,Peter Sarsgaard,Jean Smart,Armando Riesco,Jackie Hoffman,Method Man,Alex Burns,Ron Leibman,Jim Parsons,Michael Weston,Ann Dowd,Ato Essandoh,Denis O'Hare,Trisha LaFache,Geoffrey Arend,George C. Wolfe,Austin Lysy,Gary Gilbert,Jill Flint,Christopher Carley,Amy Ferguson,Wynter Kullman,Debbon Ayer,Yvette Mercedes,Jayne Houdyshell,Soara-Joye Ross,Joe Bacino,Seth Michael May,Kenneth Graymez,Ryan B. Moschetti,Tracey Antosiweicz,Ice,Magoo,Janine Strafaci,Kurt Siegelin",,http://image.tmdb.org/t/p/w185/u7IASCZ02Q94SYklSIR2609inis.jpg,3.8,12090.0,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.","Comedy,Drama,Romance",http://106.12.12.171/jEy9ZT5iXJE1HFNxYTFTGD5zbt5.jpg,8784,Garden State (2004),Comedy|Drama|Romance,2004-07-28,12240,http://image.tmdb.org/t/p/w780/jEy9ZT5iXJE1HFNxYTFTGD5zbt5.jpg
802,Collateral,Michael Mann,"Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg,Bruce McGill,Irma P. Hall,Barry Shabaka Henley,Javier Bardem,Steven Kozlowski,Richard T. Jones,James McBride,Klea Scott,Bodhi Elfman,Debi Mazar,Emilio Rivera,Thomas Rosales, Jr.,Inmo Yuon,Angelo Tiffe,Jason Statham",,http://image.tmdb.org/t/p/w185/fmkv2eRuYCTq7A5jzMBNgoNe1vA.jpg,3.7,10959.0,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,"Drama,Crime,Thriller",http://106.12.12.171/whhU7492W0fcZE73r1HNhfyc5uV.jpg,8798,Collateral (2004),Action|Crime|Drama|Thriller,2004-08-04,11226,http://image.tmdb.org/t/p/w780/whhU7492W0fcZE73r1HNhfyc5uV.jpg
803,AVP: Alien vs. Predator,Paul W.S. Anderson,"Sanaa Lathan,Raoul Bova,Ewen Bremner,Colin Salmon,Tommy Flanagan,Joseph Rye,Agathe de La Boulaye,Carsten Norgaard,Sam Troughton,Lance Henriksen,Kieran Bew,Adrian Bouchet,Liz May Brice,Tom Woodruff Jr.,Ian Whyte,Petr Jákl ml.,Pavel Bezdek,Carsten Voigt,Jan Pavel Filipensky,Eoin McCarthy,Karima Adebibe,Glenn Conroy,Andy Lucas,Joseph Balderrama,Alex Lorre",,http://image.tmdb.org/t/p/w185/9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg,2.6,5164.0,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.","Adventure,Science Fiction,Action",http://106.12.12.171/1vRCFWKPydH82T1wsPMYkRjcZXY.jpg,8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,2004-08-12,5262,http://image.tmdb.org/t/p/w780/1vRCFWKPydH82T1wsPMYkRjcZXY.jpg
